,Unnamed: 0,Tweet Text,label,preprocessed_tweet
1880,2Z8Hk3EBAAhePzzDWyVC,Este filtro me está gustando 🤗🤭,Positive,este filtro me está gustando 🤗 🤭
1881,2p70knEBAAhePzzD796s,"Malparidos #Venezolanos vinieron fue a robar 🤬 @Whitebit021 @el_chickenjuanc RT @ClaudiaLopez: Bogotá le dará abrigo y alimento a todo el que lo necesite, pero no toleraremos ningún acto de abuso ni mucho menos de saqueo. Ayer un grupo de venezolanos se entró a asaltar un supermercado. Recuperamos mayoría de mercancía, y capturamos y deportamos a 5 migrantes a Venezuela.",Negative,"malparidos <hashtag> venezolanos </hashtag> vinieron fue a robar 🤬 <user> <user> rt <user> : bogotá le dará abrigo y alimento a todo el que lo necesite , pero no toleraremos ningún acto de abuso ni mucho menos de saqueo . ayer un grupo de venezolanos se entró a asaltar un supermercado . recuperamos mayoría de mercancía , y capturamos y deportamos a <number> migrantes a venezuela ."
1882,2p73knEBAAhePzzDEuYX,"Sin Google, con la primera letra del apellido: Animal: Gato Nombre: Gerardo Ciudad: Granada Color: Gris Comida: Gelatina Canción: Gris - J. Balvin jaja Profesión: Ginecólogo Hobby: Gastar Película: Guerra Mundial Z Cosa: Grifo Juguemos, síganla Citar Tweet RT @JuuuuuC11: Sin Google, con la primera letra del apellido: Animal: Cocodrilo Nombre: Carlos Ciudad: Cartagena Color: Café Comida: Camarones Canción: Calimeño Profesión: Cirujano Hobby: Caminar Película: Cuando te encuentre, ❤️❤️. Cosa: Corazón Juguemos, síganla",Other,"sin google , con la primera letra del apellido : animal : gato nombre : gerardo ciudad : granada color : gris comida : gelatina canción : gris - j . balvin jaja profesión : ginecólogo hobby : gastar película : guerra mundial z cosa : grifo juguemos , síganla citar tweet rt <user> : sin google , con la primera letra del apellido : animal : cocodrilo nombre : carlos ciudad : cartagena color : café comida : camarones canción : calimeño profesión : cirujano hobby : caminar película : cuando te encuentre , ❤️ ❤️ . cosa : corazón juguemos , síganla"
1883,2p74knEBAAhePzzDheut,"¿Por qué no crear unos bonos Covid-19, administrados por Carrasquilla? RT @lucerokmartinez: Gran nombre. #ElCartelDeLaPandemia",Other,"¿ por qué no crear unos bonos covid - <number> , administrados por carrasquilla ? rt <user> : gran nombre . <hashtag> el cartel de la pandemia </hashtag>"
1884,2p7yknEBAAhePzzDx9aV,Les faltó lo más importante: el porno gratis que le regaló PornHub a los italianos. RT @clubdeviernes: Sociedad civil: - Hoteles ofrecidos como hospitales - Salas de fiesta cerradas voluntariamente - Seguros privados atendiendo por coronavirus sin repercutir coste - Sanitarios trabajando a destajo Gobierno: - 8M - Más deuda - Inacción - Dudas Sin gobierno estábamos mejor.,Other,les faltó lo más importante : el porno gratis que le regaló pornhub a los italianos . rt <user> : sociedad civil : - hoteles ofrecidos como hospitales - salas de fiesta cerradas voluntariamente - seguros privados atendiendo por coronavirus sin repercutir coste - sanitarios trabajando a destajo gobierno : - 8 m - más deuda - inacción - dudas sin gobierno estábamos mejor .
1885,2p8Dk3EBAAhePzzDRhVd,Pizza recalentada para almorzar 🤤,Non-healthy,pizza recalentada para almorzar 🤤
1886,2p8Fk3EBAAhePzzDXx1i,"Parezco vegana jajaja RT @Adrian7Anderson: Si el amor de tu vida es vegana/o y llegas a tu casa y te encuentras la nevera así, ¿Que haces?",Healthy,"parezco vegana jajaja rt <user> : si el amor de tu vida es vegana / o y llegas a tu casa y te encuentras la nevera así , ¿ que haces ?"
1887,2p__knEBAAhePzzDJQUN,"No se por qué, pero Aerophon y Juan Pablo Vega sacan mi lado flor 🌸",Positive,"no se por qué , pero aerophon y juan pablo vega sacan mi lado flor 🌸"
1888,3578knEBAAhePzzDlPyy,"si digo que me identifico con ""Callaita"" de Bad bunny es por esta parte en específico ""Buena, pero le gusta un delincuente"" a mi me gusta ir por la vida reformando gamines.",Other,"si digo que me identifico con "" callaita "" de bad bunny es por esta parte en específico "" buena , pero le gusta un delincuente "" a mi me gusta ir por la vida reformando gamines ."
1889,3579knEBAAhePzzDl_-0,"Casi me rindo sin siquiera dar la batalla... Pero prefiero que se diga ""perdió intentándolo"" o quizá decir Gane! 🙏🏻 . . . #me #peace #timetoreflect #timetofight #athome #picoftheday #instagood",Positive,"casi me rindo sin siquiera dar la batalla . <repeated> pero prefiero que se diga "" perdió intentándolo "" o quizá decir gane ! 🙏 🏻 . . . <hashtag> me </hashtag> <hashtag> peace </hashtag> <hashtag> time to reflect </hashtag> <hashtag> time to fight </hashtag> <hashtag> at home </hashtag> <hashtag> pic of the day </hashtag> <hashtag> insta good </hashtag>"
1890,357yknEBAAhePzzDx9WV,"Un día como hoy 13 de marzo de 1926 nació FERNANDO BIRRI, figura central del cine moderno latinoamericano. ""Sueñen con los ojos abiertos"" Birri",Other,"un día como hoy <number> de marzo de <number> nació <allcaps> fernando birri </allcaps> , figura central del cine moderno latinoamericano . "" sueñen con los ojos abiertos "" birri"
1891,358Ck3EBAAhePzzDxhJC,¿Algún consejo? Tony ya no come. Debe ser el estrés del encierro. #Tiger #Nolointentenencasa #veterinarian,Negative,¿ algún consejo ? tony ya no come . debe ser el estrés del encierro . <hashtag> tiger </hashtag> <hashtag> nolointentenencasa </hashtag> <hashtag> veterinarian </hashtag>
1892,358Fk3EBAAhePzzD5x4P,Iba a escribir algo... Luego recordé que yo también me mato solito al ser fumador y se me pasó RT @MarioRobertoP: Estos son 10 días en Coca-Cola. ¿Ustedes cuántos litros se toman al día y por qué me hacen sentir como un adicto?,Non-healthy,iba a escribir algo . <repeated> luego recordé que yo también me mato solito al ser fumador y se me pasó rt <user> : estos son <number> días en coca - cola . ¿ ustedes cuántos litros se toman al día y por qué me hacen sentir como un adicto ?
1893,358Fk3EBAAhePzzDXx1i,"#quehayenlaneverahoy cuando se juntan el amor, las ganas de comer y aprovechar en #cuarentena recetas prácticas con ingredientes comunes. Aprendamos con #alexyjhon",Healthy,"<hashtag> que hay en la never ahoy </hashtag> cuando se juntan el amor , las ganas de comer y aprovechar en <hashtag> c u aren t ena </hashtag> recetas prácticas con ingredientes comunes . aprendamos con <hashtag> alex yjh on </hashtag>"
1894,358Hk3EBAAhePzzD0CYd,Soy muy feliz,Positive,soy muy feliz
1895,35__knEBAAhePzzDqgfo,"Leo un libro, como mi plato de compita favorita, tan despacio para que nunca se acabe..",Other,"leo un libro , como mi plato de compita favorita , tan despacio para que nunca se acabe . <repeated>"
1896,3J71knEBAAhePzzDdN9-,Me taggeo @VALENTI40882619 1.Pantalla de bloqueo. 2.Pantalla de inicio. 3.Última canciones que escuchaste. 4.Foto 16 de tu carrete. 5.Etiqueta a 4 @Daniel0110P @luisaaaa22 @Esteban08x @dslrgirld,Other,me taggeo <user> <number> . pantalla de bloqueo . <number> . pantalla de inicio . <number> . última canciones que escuchaste . <number> . foto <number> de tu carrete . <number> . etiqueta a <number> <user> <user> <user> <user>
1897,3J77knEBAAhePzzDkffJ,"Jajajajajaja 😭😭😭 RT @PaulitaSuar: Ey mano y a mi solo me manda foto del pipi, como si eso me lo fuese a comer 😭😭😭",Other,"jajajajajaja 😭 😭 😭 rt <user> : ey mano y a mi solo me manda foto del pipi , como si eso me lo fuese a comer 😭 😭 😭"
1898,3J78knEBAAhePzzDEvqm,Alquien me trae a mi novio? Porfavor lo extraño mucho😭😭😭😭😭😭😭,Negative,alquien me trae a mi novio ? porfavor lo extraño mucho 😭 😭 😭 😭 😭 😭 😭
1899,3J79knEBAAhePzzDl_-0,"Cierto, nadie cocina mejor mamá. RT @carito_sh: @AlexandraRoma13 No le crea...😔",Positive,"cierto , nadie cocina mejor mamá . rt <user> : <user> no le crea . <repeated> 😔"
1900,3J7xknEBAAhePzzDr9Ld,#Suba - JAL Suba: Este viernes 6 de marzo se conocerá la terna para eligir el alcalde (as) local,Other,<hashtag> suba </hashtag> - <allcaps> jal </allcaps> suba : este viernes <number> de marzo se conocerá la terna para eligir el alcalde ( as ) local
1901,3J8Dk3EBAAhePzzDRhRd,Vengan pregunta seria: Los perros son lindos pero me exaspera ésa necesidad de atención todo el tiempo. ¿Existen razas de perros que sean más independientes o esto sólo se logra con entrenamiento puro y duro?,Other,vengan pregunta seria : los perros son lindos pero me exaspera ésa necesidad de atención todo el tiempo . ¿ existen razas de perros que sean más independientes o esto sólo se logra con entrenamiento puro y duro ?
1902,3J8Dk3EBAAhePzzDRhVd,¡Nuestra primera #pizza en #casa!,Non-healthy,¡ nuestra primera <hashtag> pizza </hashtag> en <hashtag> casa </hashtag> !
1903,3J8Dk3EBAAhePzzDyhZo,5⃣ claves para la inocuidad de los alimentos: ⭐ Mantén la limpieza ⭐ Separa alimentos crudos y cocinados ⭐ Cocina completamente ⭐ Mantén los alimentos a temperaturas seguras ⭐ Usa agua y materias primas seguras #ConsumoResponsable #COVID19 @FAO_Colombia @OPSOMS_Col,Healthy,<number> ⃣ claves para la inocuidad de los alimentos : ⭐ mantén la limpieza ⭐ separa alimentos crudos y cocinados ⭐ cocina completamente ⭐ mantén los alimentos a temperaturas seguras ⭐ usa agua y materias primas seguras <hashtag> consumo responsable </hashtag> <hashtag> covid 19 </hashtag> <user> <user>
1904,3J8Ek3EBAAhePzzDTxk3,"He podido identificar un nuevo ser de cuarentena, y lo he llamado ""el caga unicornios"", que es parecido al instructor de gimnasio que te grita que tú puedes.",Practice_sports,"he podido identificar un nuevo ser de cuarentena , y lo he llamado "" el caga unicornios "" , que es parecido al instructor de gimnasio que te grita que tú puedes ."
1905,3J8Fk3EBAAhePzzDXxxi,- 2 horas de cardio quema grasa - 10 minutos de pizza criolla con pollo tocineta chorizo y salsa bbq... Que esperan de mi 🤦🏻‍♀️🤣,Non-healthy,- <number> horas de cardio quema grasa - <number> minutos de pizza criolla con pollo tocineta chorizo y salsa bbq . <repeated> que esperan de mi 🤦 🏻 ‍ ♀️ 🤣
1906,3J8Hk3EBAAhePzzD0CYd,Dormir se me hace un verdadero despropósito RT @Noridaoficial: ¿Ustedes duermen?,Other,dormir se me hace un verdadero despropósito rt <user> : ¿ ustedes duermen ?
1907,3J8Hk3EBAAhePzzDWyVC,"NUNCA ME UNIRÍA A: ""PETRO"" Dice dizque FAJARDO... JA!!! Y QUIÉN HA DICHO...QUE LO QUEREMOS CERCA??? DIOS nos LIBRE de se- mejante TIBIO - HIPOCRITA PAISA... UNO SOLO NOS VASTO!!! ""MI COLOMBIA""",Other,"<allcaps> nunca me </allcaps> uniría a : "" <allcaps> petro </allcaps> "" dice dizque <allcaps> fajardo </allcaps> . <repeated> ja ! <repeated> y quién <allcaps> ha dicho </allcaps> . <repeated> <allcaps> que lo queremos cerca </allcaps> ? <repeated> <allcaps> dios </allcaps> nos <allcaps> libre </allcaps> de se - mejante <allcaps> tibio </allcaps> - <allcaps> hipocrita paisa </allcaps> . <repeated> <allcaps> uno solo nos vasto </allcaps> ! <repeated> "" <allcaps> mi colombia </allcaps> """
1908,3J__knEBAAhePzzDqgfo,"YA VENGAN SAQUENME DE ESTA CASA, ME TIENEN PERO REEEE MAMADA🤯",Negative,"<allcaps> ya vengan saquenme de esta casa </allcaps> , <allcaps> me tienen pero re <elongated> mamada </allcaps> 🤯"
1909,3Z70knEBAAhePzzD796s,Juguemos 😊 Todas las respuestas deben comenzar con la primera letra de su apellido. ¡Sin Google! Animal: Escorpión Nombre: Erika Ciudad: Europa (?) Color: Esmeralda Comida: Espinaca Profesión: Epidemiología Hobby: Estudiar Película: El último samurai Cosa: Eco Canción: E-epa... RT @MrCulebra: Juguemos 😊 Todas las respuestas deben comenzar con la primera letra de su apellido. ¡Sin Google! Animal: Venado Nombre: Violeta Ciudad: Venecia Color: Verde Comida: Verduras Profesión: Vagar Hobby: Viajar Película: V de venganza Cosa: Vela Canción: Viernes 3am,Other,juguemos 😊 todas las respuestas deben comenzar con la primera letra de su apellido . ¡ sin google ! animal : escorpión nombre : erika ciudad : europa ( ? ) color : esmeralda comida : espinaca profesión : epidemiología hobby : estudiar película : el último samurai cosa : eco canción : e - epa . <repeated> rt <user> : juguemos 😊 todas las respuestas deben comenzar con la primera letra de su apellido . ¡ sin google ! animal : venado nombre : violeta ciudad : venecia color : verde comida : verduras profesión : vagar hobby : viajar película : v de venganza cosa : vela canción : viernes <time>
1910,3Z72knEBAAhePzzDCeFZ,"@quieresimprimir @ReneDiazO @Jsotocortes @CancinoAbog @CPenalistas @pamelargomez Eso no es de penalistas, no sea tan ignorante. El dia que usted necesite ayuda de alguien, ojalá se la brinden sin condición alguna y sin juzgarlo. Se llama condición humana, que algunos llamados a menos como usted no conocen.",Negative,"<user> <user> <user> <user> <user> <user> eso no es de penalistas , no sea tan ignorante . el dia que usted necesite ayuda de alguien , ojalá se la brinden sin condición alguna y sin juzgarlo . se llama condición humana , que algunos llamados a menos como usted no conocen ."
1911,3Z72knEBAAhePzzDCeJZ,Juguemos 😊 Todas las respuestas deben comenzar con la primera letra de su apellido. ¡Sin Google! Animal: caimán Nombre: Catalina Ciudad: Cali Color: Café Comida: Camarones Profesión: Camionero Hobby: Cantar Película: casafantasmas Cosa: Cuerda Canción: Canalla RT @DanniBj_: Juguemos 😊 Todas las respuestas deben comenzar con la primera letra de su apellido. ¡Sin Google! Animal: Burro Nombre: Blanca Ciudad: Barcelona Color: Blanco Comida: Buñuelos Profesión: Bacteriólogo Hobby: Bailar Película: Buscando a Nemo Cosa: Barco Canción: Busca por dentro,Other,juguemos 😊 todas las respuestas deben comenzar con la primera letra de su apellido . ¡ sin google ! animal : caimán nombre : catalina ciudad : cali color : café comida : camarones profesión : camionero hobby : cantar película : casafantasmas cosa : cuerda canción : canalla rt <user> : juguemos 😊 todas las respuestas deben comenzar con la primera letra de su apellido . ¡ sin google ! animal : burro nombre : blanca ciudad : barcelona color : blanco comida : buñuelos profesión : bacteriólogo hobby : bailar película : buscando a nemo cosa : barco canción : busca por dentro
1912,3Z73knEBAAhePzzDEuYX,Vamos por más! RT @cardenasjorgee: Merecido por desagradecidos... Deportan 80 venezolanos que iban a causar saqueos vía @caracolradio,Negative,vamos por más ! rt <user> : merecido por desagradecidos . <repeated> deportan <number> venezolanos que iban a causar saqueos vía <user>
1913,3Z76knEBAAhePzzDDPI8,Cuando lo quieres mandar a comer mondá pero no puedes RT @wontotheworldx: Bomboclaat,Negative,cuando lo quieres mandar a comer mondá pero no puedes rt <user> : bomboclaat
1914,3Z76knEBAAhePzzDmPO6,Algo más rico que esto ?,Positive,algo más rico que esto ?
1915,3Z77knEBAAhePzzDG_UH,Soy si eres. Voy si vienes. Doy si das. Estoy si estás.,Positive,soy si eres . voy si vienes . doy si das . estoy si estás .
1916,3Z7zknEBAAhePzzDUdcx,"Pues fea fea, no estoy ...😁",Positive,"pues fea fea , no estoy . <repeated> 😁"
1917,3Z8Dk3EBAAhePzzDyhZo,"#ReciclarEsLaSalida♻️ Los residuos orgánicos son aquellos que están formados por materia que estuvo viva en algún momento: restos de comida🥑, frutas🍎, madera, huesos🦴. Los inorgánicos los que están constituidos por elementos químicos: agua💧, hierro, piedras.",Other,"<hashtag> reciclar es la salida </hashtag> ♻️ los residuos orgánicos son aquellos que están formados por materia que estuvo viva en algún momento : restos de comida 🥑 , frutas 🍎 , madera , huesos 🦴 . los inorgánicos los que están constituidos por elementos químicos : agua 💧 , hierro , piedras ."
1918,3Z8Gk3EBAAhePzzDXSAP,"Perdón, pero la cuarentena no me afecta en nada y me va bien del todo jaja.",Positive,"perdón , pero la cuarentena no me afecta en nada y me va bien del todo jaja ."
1919,3Z8Hk3EBAAhePzzD0CYd,"Messi también ganó unos juegos olímpicos, váyanse a tomar por culo haciéndose los exquisitos porque no les gusta el fútbol RT @InfoManu: Manu Ginobili es el DEPORTISTA MAS IMPORTANTE en la historia de ARGENTINA 🇦🇷, pero claro... ustedes no están listos para esta discusión.",Negative,"messi también ganó unos juegos olímpicos , váyanse a tomar por culo haciéndose los exquisitos porque no les gusta el fútbol rt <user> : manu ginobili es el <allcaps> deportista mas importante </allcaps> en la historia de <allcaps> argentina </allcaps> 🇦 🇷 , pero claro . <repeated> ustedes no están listos para esta discusión ."
1920,3Z8Ik3EBAAhePzzDoipR,Call Trent... Chao morí JJAJAAJAJA RT @andrewrobertso5: Thought you’d like to see what a typical day in isolation looks like for Robbo...,Other,call trent . <repeated> chao morí <allcaps> jjajaajaja rt </allcaps> <user> : thought you ’ d like to see what a typical day in isolation looks like for robbo . <repeated>
1921,3Z__knEBAAhePzzDJQYN,"Messi, Ter Stegen, De Jong, Arthur y Suárez ❤💙 RT @RadioFCB: ¿Cuáles son los 5 jugadores que más le gustan de la plantilla actual del Barça? Pueden ser del primer equipo, Barça B o hasta jugaddores cedidos. OJO, no por fútbol, por afinidad o gusto. Los míos: Messi, Ter Stegen, Arthur, Luis Suárez y Piqué.",Other,"messi , ter stegen , de jong , arthur y suárez ❤ 💙 rt <user> : ¿ cuáles son los <number> jugadores que más le gustan de la plantilla actual del barça ? pueden ser del primer equipo , barça b o hasta jugaddores cedidos . <allcaps> ojo </allcaps> , no por fútbol , por afinidad o gusto . los míos : messi , ter stegen , arthur , luis suárez y piqué ."
1922,3p70knEBAAhePzzD796s,Está historia es mejor que cualquier serie que esté escrita,Positive,está historia es mejor que cualquier serie que esté escrita
1923,3p7zknEBAAhePzzD5Nkh,"RT @MartaLuxia: ¡Que orgullo! 👏👏👏 #Córdoba | Yogurt que se elabora en Planeta Rica, escogido el mejor del mundo  vía @LaRazonCo",Healthy,"rt <user> : ¡ que orgullo ! 👏 👏 👏 <hashtag> córdoba </hashtag> | yogurt que se elabora en planeta rica , escogido el mejor del mundo vía <user>"
1924,3p8Bk3EBAAhePzzDGgwd,"Detenidos: Nolis Enrique Ortiz Fragozo; Andy José Nuñez Romero; Álvaro Gustavo Madero Gámez; Luis Antonio Robles Zambrano; Iván Darío Núñez Núñez; Rubén Ramírez Ramírez; Juan José Núñez Alarcón; Jamer Rafael Escudero Ruth y Juan Jacobo Lubo Daníes RT @YuriReales: #ULTIMOMINUTO | Consternación en algunos círculos sociales de Riohacha, por la captura de 9 jóvenes de reconocidas familias acusados por las autoridades de perpetrar delitos relacionados con fraude informático. #EsNoticiaEnLaGuajira",Other,"detenidos : nolis enrique ortiz fragozo ; andy josé nuñez romero ; álvaro gustavo madero gámez ; luis antonio robles zambrano ; iván darío núñez núñez ; rubén ramírez ramírez ; juan josé núñez alarcón ; jamer rafael escudero ruth y juan jacobo lubo daníes rt <user> : <hashtag> ultimominuto </hashtag> | consternación en algunos círculos sociales de riohacha , por la captura de <number> jóvenes de reconocidas familias acusados por las autoridades de perpetrar delitos relacionados con fraude informático . <hashtag> es noticia en la guajira </hashtag>"
1925,3p8Fk3EBAAhePzzDXx1i,Es el perrito de una amiga. Por favor difundir. @andreanimalidad,Other,es el perrito de una amiga . por favor difundir . <user>
1926,3p8Gk3EBAAhePzzDXSEP,"La revista Journal of the American Medical Association, JAMA, publicó un video que muestra cuán lejos puede llegar un estornudo de una persona potencialmente infectada con el nuevo coronavirus. *Leer:",Other,"la revista journal of the american medical association , <allcaps> jama </allcaps> , publicó un video que muestra cuán lejos puede llegar un estornudo de una persona potencialmente infectada con el nuevo coronavirus . * leer :"
1927,4570knEBAAhePzzD792s,Jajajaja mi amor se da muchísima garrita JAJAJAJAJAJAJAJAJA pero me está consintiendo el guayabo así que me encanta más xd,Positive,jajajaja mi amor se da muchísima garrita <allcaps> jajajajajajajajaja </allcaps> pero me está consintiendo el guayabo así que me encanta más <laugh>
1928,4573knEBAAhePzzDEuUX,Definitivamente Deezer recomienda mejor música que Spotify,Positive,definitivamente deezer recomienda mejor música que spotify
1929,4574knEBAAhePzzDBeqN,"#pormisaludmentalyo hay que tener paciencia, hacer un poco de ejercicio y trabajo...",Practice_sports,"<hashtag> por mi salud mental yo </hashtag> hay que tener paciencia , hacer un poco de ejercicio y trabajo . <repeated>"
1930,4577knEBAAhePzzDkfjJ,Mi debilidad el pan de queso 🙈 (pero los de Magangué 😊) RT @UnManChevere: Con que pega?,Healthy,mi debilidad el pan de queso 🙈 ( pero los de magangué 😊 ) rt <user> : con que pega ?
1931,4578knEBAAhePzzDEvqm,"Ahora la bolsa de comida no les alcanza para 20 días, pero los $100 por un voto les alcanza los 4 años🥱😴",Negative,"ahora la bolsa de comida no les alcanza para <number> días , pero los <money> por un voto les alcanza los <number> años 🥱 😴"
1932,458Bk3EBAAhePzzDqQ8i,"- Papá no puede tener novia, solo mío - y tu mamá ? - Si pero papá no - 😅 RT @kevindisel: ""papá yo me muero si tenes novia"" mi hija, 3 años, más tóxica que veneno para ratas.",Negative,"- papá no puede tener novia , solo mío - y tu mamá ? - si pero papá no - 😅 rt <user> : "" papá yo me muero si tenes novia "" mi hija , <number> años , más tóxica que veneno para ratas ."
1933,458Dk3EBAAhePzzDyhZo,Preparación para mantener las superficies limpias y desinfectadas: Ingredientes 🔘Un litro de agua corriente. 🔘Una cucharada de lava loza liquido 🔘Una cucharadita de líquido limpia pisos ▶️ Se mezclan los 3…,Healthy,preparación para mantener las superficies limpias y desinfectadas : ingredientes 🔘 un litro de agua corriente . 🔘 una cucharada de lava loza liquido 🔘 una cucharadita de líquido limpia pisos ▶️ se mezclan los <number> …
1934,458Fk3EBAAhePzzD5x4P,"Si pudiera fumar el miedo para que se esfume, enrollaría esa mierda!",Negative,"si pudiera fumar el miedo para que se esfume , enrollaría esa mierda !"
1935,458Hk3EBAAhePzzDWyVC,"Panterita JJAJAJA RT @gatitos_qctd: No se te olviden las anvorgesas, Karen, acuérdate que Panterita la pide sin queso.",Other,"panterita <allcaps> jjajaja rt </allcaps> <user> : no se te olviden las anvorgesas , karen , acuérdate que panterita la pide sin queso ."
1936,45_-knEBAAhePzzDHQKM,"Ustedes no se sienten obligados a mostrarle el plato al perro al terminar de comer?, en señal de que no le escondes sobras.😐",Other,"ustedes no se sienten obligados a mostrarle el plato al perro al terminar de comer ? , en señal de que no le escondes sobras . 😐"
1937,4J77knEBAAhePzzDkffJ,"Si la mirada matara, la tuya me hizo el amor 🔥🔊",Positive,"si la mirada matara , la tuya me hizo el amor 🔥 🔊"
1938,4J78knEBAAhePzzDEvqm,Me encanta RT @IvoGomez09: Tengo una obsesión con el cielo y las estrellas,Positive,me encanta rt <user> : tengo una obsesión con el cielo y las estrellas
1939,4J8Bk3EBAAhePzzDGg0d,"Todos queremos tener siempre la razón, la grandeza es aceptar cuando el otro la tiene",Positive,"todos queremos tener siempre la razón , la grandeza es aceptar cuando el otro la tiene"
1940,4J8Fk3EBAAhePzzDXx1i,"Que yo sea de buen apetito, no significa que me vaya a comer esos cuentos suyos. 📖😎🙄",Other,"que yo sea de buen apetito , no significa que me vaya a comer esos cuentos suyos . 📖 😎 🙄"
1941,4Z72knEBAAhePzzDCeFZ,Lo que me gusta Dakota Fanning no tiene nombre.,Positive,lo que me gusta dakota fanning no tiene nombre .
1942,4Z75knEBAAhePzzDhe-E,Cuando me coge el perico y me pongo a hueler popper immediately. RT @Juanmalond: Nooooo la gonorrea siguió existiendo,Other,cuando me coge el perico y me pongo a hueler popper immediately . rt <user> : no <elongated> la gonorrea siguió existiendo
1943,4Z76knEBAAhePzzDDPE8,Con la gente una dama y una puta en la cama... no pido más.,Positive,con la gente una dama y una puta en la cama . <repeated> no pido más .
1944,4Z76knEBAAhePzzDmPO6,A esta hora...Supertramp...por que no?,Positive,a esta hora . <repeated> supertramp . <repeated> por que no ?
1945,4Z8Ek3EBAAhePzzDTxg3,"¿Dónde crees que es mejor ver películas? ¿En casa o en el cine? ¿y por qué? — Depende, para que nada te interrumpa, por el sonido y no tener que limpiar, en el cine; pero por la cantidad de comida una compañía variada y tranquilidad, mejor en la casa.",Other,"¿ dónde crees que es mejor ver películas ? ¿ en casa o en el cine ? ¿ y por qué ? — depende , para que nada te interrumpa , por el sonido y no tener que limpiar , en el cine ; pero por la cantidad de comida una compañía variada y tranquilidad , mejor en la casa ."
1946,4p77knEBAAhePzzDkffJ,La gente se la anda jugando 💯🔝,Positive,la gente se la anda jugando 💯 🔝
1947,4p77knEBAAhePzzDkfjJ,hay que aclarar,Positive,hay que aclarar
1948,4p8Dk3EBAAhePzzDRhRd,RODILLO DE ENTRENAMIENTO. Ya me comprometo a no comprar mas productos chinos. Nuestras familias y el país sale adelante si apoyamos emprendimientos y productos #madeincolombia🇨🇴😍❤️ WHATSAPP 3128432779 en Bogota D.C,Practice_sports,<allcaps> rodillo de entrenamiento </allcaps> . ya me comprometo a no comprar mas productos chinos . nuestras familias y el país sale adelante si apoyamos emprendimientos y productos <hashtag> made in colombia </hashtag> 🇨 🇴 😍 ❤️ <allcaps> whatsapp </allcaps> <phone> en bogota d . c
1949,4p8Dk3EBAAhePzzDyhZo,"#FelizLunes En EPC no paramos, seguimos llevando agua por todo el departamento. Hoy los saludamos desde el municipio de #Apulo. @EPC_SA #PrimeroEnAgua",Positive,"<hashtag> feliz lunes </hashtag> en <allcaps> epc </allcaps> no paramos , seguimos llevando agua por todo el departamento . hoy los saludamos desde el municipio de <hashtag> apulo </hashtag> . <user> <hashtag> primero en agua </hashtag>"
1950,4p8Hk3EBAAhePzzDWyVC,JAJAJAJAJAJAJAJAJAJAJAJAJA MEN NO PUEDO CON ESE STICKEEEEER,Positive,<allcaps> jajajajajajajajajajajajaja men no puedo con ese sticker <elongated> </allcaps>
1951,5572knEBAAhePzzDheSL,"Con Dios TODO, sin él NADA.",Positive,"con dios <allcaps> todo </allcaps> , sin él <allcaps> nada </allcaps> ."
1952,5575knEBAAhePzzDhfCE,"La verdad es que de Monsalvo me esperaba su excelente gestión, pero el Mello me ha sabido sorprender para bien👏🏼 trabajo mancomunado y reacción inmediata a las circunstancias y necesidades de la comunidad. RT @GONZALOQUIROZM: Incuestionablemente que nuestros gobernantes: el gobernador @luismonsalvo y el alcalde @MelloCastroG están profundamente comprometidos con sus poblaciones y tratando al máximo de frenar más contagios del Covid-19. Pero también ayudando en lo más posible a los más pobres. 👏🏻👏🏻👏🏻👏🏻",Positive,"la verdad es que de monsalvo me esperaba su excelente gestión , pero el mello me ha sabido sorprender para bien 👏 🏼 trabajo mancomunado y reacción inmediata a las circunstancias y necesidades de la comunidad . rt <user> : incuestionablemente que nuestros gobernantes : el gobernador <user> y el alcalde <user> están profundamente comprometidos con sus poblaciones y tratando al máximo de frenar más contagios del covid - <number> . pero también ayudando en lo más posible a los más pobres . 👏 🏻 👏 🏻 👏 🏻 👏 🏻"
1953,5578knEBAAhePzzDlPyy,"Me reí mucho viendo como las señoras nos mandan al supermercado con unas listas de víveres que solo entienden ellas, 🤣🤣🤣 #cuarentena",Other,"me reí mucho viendo como las señoras nos mandan al supermercado con unas listas de víveres que solo entienden ellas , 🤣 🤣 🤣 <hashtag> c u aren t ena </hashtag>"
1954,5579knEBAAhePzzDEv4J,"¡El plan es en casa! 🏘️👨‍👩‍👧‍👦💃👩🏾‍🍳 #QuedateEnCasa RT @CulturAtlantico: 🏠👨‍👩‍👧‍👦 ¡La programación de #CulturaEnCasa viene recargada! Así será la agenda de esta semana en nuestras redes sociales: cumbia con la Sirena Departamental 💃🏻, experiencia sonora para niños 🪕, cocina en vivo con @guillomendozan 👨🏻‍🍳 y lectura de cuentos 📖 con @ClaritaSpitz.",Positive,"¡ el plan es en casa ! 🏘 ️ 👨 ‍ 👩 ‍ 👧 ‍ 👦 💃 👩 🏾 ‍ 🍳 <hashtag> quedate en casa </hashtag> rt <user> : 🏠 👨 ‍ 👩 ‍ 👧 ‍ 👦 ¡ la programación de <hashtag> cultura en casa </hashtag> viene recargada ! así será la agenda de esta semana en nuestras redes sociales : cumbia con la sirena departamental 💃 🏻 , experiencia sonora para niños 🪕 , cocina en vivo con <user> 👨 🏻 ‍ 🍳 y lectura de cuentos 📖 con <user> ."
